Date,Open,High,Low,Close,Adj Close,Volume,20_SMA,50_SMA,TP,std,MA-TP,BOLU,BOLD,Supertrend,Final Lowerband,Final Upperband
2017-12-26,763.3699951171875,786.7899780273438,760.9349975585938,773.8359985351562,773.8359985351562,2201159936,668.056300354004,509.8572311401367,773.8536580403646,128.68905644381687,660.2483169555665,917.6264298432002,402.8702040679327,True,625.7581159949841,
2017-12-27,774.969970703125,789.2529907226562,738.4130249023438,762.8419799804688,762.8419799804688,2100029952,684.4779998779297,515.0201851981027,763.5026652018229,119.02499499058169,676.9198501586914,914.9698401398548,438.869860177528,True,625.7581159949841,
2017-12-28,762.2080078125,763.3189697265625,701.18701171875,737.0230102539062,737.0230102539062,2389149952,698.5276000976562,519.4602416992187,733.8429972330729,107.27632275110032,691.2043329874674,905.7569784896681,476.65168748526673,True,625.7581159949841,
2017-12-29,740.3889770507812,770.1170043945312,729.6079711914062,753.5919799804688,753.5919799804688,2648969984,712.5320983886719,528.1144012451172,751.1056518554688,96.06042697360013,704.8612487792968,896.982102726497,512.7403948320966,True,625.7581159949841,
2017-12-30,753.8150024414062,753.8150024414062,685.2310180664062,717.2570190429688,717.2570190429688,3187780096,726.3088989257812,536.4744818115234,718.7676798502604,75.86381645312439,718.3992324829102,870.126865389159,566.6715995766614,True,625.7581159949841,
2017-12-31,712.2119750976562,760.3480224609375,710.1190185546875,756.7329711914062,756.7329711914062,2554269952,738.3887481689453,545.3155212402344,742.4000040690104,55.01136288886002,730.9990829467773,841.0218087244973,620.9763571690573,True,625.7581159949841,
2018-01-01,755.7570190429688,782.530029296875,742.0040283203125,772.6409912109375,772.6409912109375,2595760128,744.4492462158203,554.6101812744141,765.7250162760416,47.120131980478696,739.0646169026693,833.3048808636266,644.8243529417119,True,625.7581159949841,
2018-01-02,772.3460083007812,914.8300170898438,772.3460083007812,884.4439697265625,884.4439697265625,5783349760,753.5330932617187,565.964740600586,857.2066650390625,51.809231990851394,747.7823170979817,851.4007810796845,644.1638531162789,True,625.7581159949841,
2018-01-03,886.0,974.4710083007812,868.4509887695312,962.719970703125,962.719970703125,5093159936,766.8782928466796,578.4665197753907,935.2139892578125,64.9212221651515,759.3109171549479,889.1533614852509,629.4684728246449,True,679.5437315748397,
2018-01-04,961.7130126953125,1045.0799560546875,946.0859985351562,980.9219970703125,980.9219970703125,6502859776,781.7019927978515,591.4178198242188,990.6959838867188,78.80116447156175,775.4683664957681,933.0706954388916,617.8660375526447,True,748.1456426162783,
2018-01-05,975.75,1075.3900146484375,956.3250122070312,997.719970703125,997.719970703125,6683149824,796.7775421142578,604.7537390136719,1009.8116658528646,91.74202177698943,791.0359497070312,974.5199932610101,607.5519061530524,True,757.4200072605014,
2018-01-06,995.1539916992188,1060.7099609375,994.6220092773438,1041.6800537109375,1041.6800537109375,4662219776,812.8627960205079,618.9394598388672,1032.3373413085938,103.96323543859373,806.7855336507162,1014.7120045279037,598.8590627735286,True,775.2578828376498,
2018-01-07,1043.010009765625,1153.1700439453125,1043.010009765625,1153.1700439453125,1153.1700439453125,5569880064,830.7890472412109,635.050620727539,1116.4500325520833,123.25714996443575,824.4779683430988,1070.9922682719703,577.9636684142273,True,837.4609645925786,
2018-01-08,1158.260009765625,1266.9300537109375,1016.0499877929688,1148.530029296875,1148.530029296875,8450970112,846.874398803711,650.9335015869141,1143.836690266927,141.58164001100843,840.1013203938803,1123.2646004158971,556.9380403718635,True,837.4609645925786,
2018-01-09,1146.0,1320.97998046875,1145.489990234375,1299.739990234375,1299.739990234375,7965459968,870.9070983886719,669.593701171875,1255.4033203125,167.6607470456845,862.5356190999349,1197.857113191304,527.2141250085659,True,901.6375299944368,
2018-01-10,1300.3399658203125,1417.3800048828125,1226.5999755859375,1255.8199462890625,1255.8199462890625,9214950400,892.6449462890625,687.502080078125,1299.9333089192708,192.55870758790965,885.9607004801431,1271.0781156559624,500.84328530432384,True,966.2866924759758,
2018-01-11,1268.0899658203125,1337.300048828125,1135.1700439453125,1154.9300537109375,1154.9300537109375,7235899904,916.6484497070312,702.9876409912109,1209.1333821614583,198.81789045446916,912.3122863769531,1309.9480672858915,514.6765054680147,True,966.2866924759758,
2018-01-12,1158.2900390625,1296.0400390625,1120.0899658203125,1273.199951171875,1273.199951171875,5222300160,944.3390960693359,720.2483203125,1229.7766520182292,205.1601212622204,937.7509012858072,1348.071143810248,527.4306587613664,True,966.2866924759758,
2018-01-13,1270.469970703125,1432.8800048828125,1270.469970703125,1396.4200439453125,1396.4200439453125,5746760192,979.4526977539062,738.6785009765625,1366.5900065104167,216.09223039239566,972.2330851236981,1404.4175459084895,540.0486243389067,True,966.2866924759758,
2018-01-14,1397.47998046875,1400.56005859375,1286.2099609375,1366.77001953125,1366.77001953125,4841630208,1009.4994995117188,756.6883813476562,1351.1800130208333,224.67662956663293,1002.3383361816407,1451.6915953149064,552.9850770483748,True,966.2866924759758,
2018-01-15,1365.2099609375,1390.5899658203125,1290.5999755859375,1291.9200439453125,1291.9200439453125,4781100032,1035.4037017822266,773.1001824951172,1324.3699951171875,228.68509864117445,1029.8641530354819,1487.2343503178308,572.4939557531329,True,966.2866924759758,
2018-01-16,1292.6300048828125,1292.6300048828125,875.5449829101562,1053.68994140625,1053.68994140625,8405139968,1049.9460998535155,784.5668811035156,1073.9549763997395,220.46700585779783,1045.3867685953776,1486.3207803109733,604.4527568797819,True,966.2866924759758,
2018-01-17,1061.3399658203125,1090.22998046875,780.9219970703125,1014.25,1014.25,8545160192,1063.8074493408203,795.3938409423828,961.8006591796875,209.69536175946294,1056.7846516927082,1476.175375211634,637.3939281737823,True,966.2866924759758,
2018-01-18,1016.4400024414062,1100.31005859375,967.7589721679688,1036.280029296875,1036.280029296875,5938319872,1077.9418518066407,807.5689813232422,1034.7830200195312,197.79581305768372,1070.9685201009113,1466.5601462162788,675.3768939855438,True,966.2866924759758,
2018-01-19,1028.8199462890625,1093.219970703125,1003.7100219726562,1039.0999755859375,1039.0999755859375,4084450048,1094.033999633789,819.4087005615235,1045.3433227539062,180.79578391128416,1087.2973022460938,1448.888870068662,725.7057344235254,True,966.2866924759758,
2018-01-20,1044.949951171875,1167.1099853515625,1044.949951171875,1155.1500244140625,1155.1500244140625,3975190016,1113.954852294922,833.1809008789063,1122.4033203125,162.60388522399148,1106.2974680582681,1431.505238506251,781.0896976102852,True,966.2866924759758,
2018-01-21,1155.6800537109375,1155.6800537109375,1021.5,1049.5799560546875,1049.5799560546875,3378089984,1127.8018005371093,844.9035198974609,1075.586669921875,142.99533485186691,1121.7905507405599,1407.7812204442937,835.799881036826,True,966.2866924759758,
2018-01-22,1055.3499755859375,1089.0999755859375,930.7410278320312,1003.260009765625,1003.260009765625,3810099968,1133.7426025390625,855.65166015625,1007.7003377278646,132.44486449922508,1129.315234375,1394.2049633734503,864.4255053765498,True,966.2866924759758,
2018-01-23,1004.1699829101562,1023.22998046875,920.5399780273438,986.22900390625,986.22900390625,3556699904,1134.9180541992187,865.9721600341796,976.6663208007812,129.68680066109104,1131.3878509521485,1390.7614522743306,872.0142496299663,True,966.2866924759758,
2018-01-24,987.4769897460938,1062.43994140625,965.8079833984375,1058.780029296875,1058.780029296875,3944039936,1138.8109558105468,877.8821405029297,1029.0093180338542,127.86459484150869,1133.3035176595051,1389.0327073425226,877.5743279764878,True,966.2866924759758,
2018-01-25,1063.219970703125,1104.6600341796875,1034.739990234375,1056.030029296875,1056.030029296875,4050190080,1141.7264587402344,890.4309808349609,1065.1433512369792,125.74370428244198,1136.070101928711,1387.557510493595,884.582693363827,True,966.2866924759758,
2018-01-26,1052.699951171875,1080.5999755859375,996.7839965820312,1055.1700439453125,1055.1700439453125,3617690112,1142.4009582519532,902.8462219238281,1044.1846720377605,125.28068725296573,1136.6624684651692,1387.2238429711008,886.1010939592378,True,966.2866924759758,
2018-01-27,1055.75,1121.97998046875,1042.1199951171875,1107.0699462890625,1107.0699462890625,3002870016,1140.0959533691407,915.8670007324218,1090.3899739583333,125.6191977408623,1135.3594655354818,1386.5978610172065,884.1210700537572,True,966.2866924759758,
2018-01-28,1111.780029296875,1257.77001953125,1111.780029296875,1246.010009765625,1246.010009765625,5372329984,1144.969952392578,931.3171606445312,1205.1866861979167,126.53447022993647,1138.4269653320312,1391.495905791904,885.3580248721582,True,966.2866924759758,
2018-01-29,1246.699951171875,1256.699951171875,1169.0799560546875,1182.3599853515625,1182.3599853515625,3715079936,1139.1009521484375,946.1299401855468,1202.7132975260417,124.60535624217638,1135.7924641927082,1385.003176677061,886.5817517083553,True,966.2866924759758,
2018-01-30,1184.1300048828125,1184.6300048828125,1058.969970703125,1071.1300048828125,1071.1300048828125,4107859968,1129.866455078125,957.2498205566407,1104.9099934895833,118.87802603843868,1126.041298421224,1363.7973504981012,888.2852463443465,True,966.2866924759758,
2018-01-31,1071.0899658203125,1128.6600341796875,1034.5,1118.31005859375,1118.31005859375,3757560064,1128.0354553222655,966.5874011230469,1093.8233642578125,117.49650683869943,1120.2757975260417,1355.2688112034407,885.2827838486429,True,966.2866924759758,
2018-02-01,1119.3699951171875,1161.3499755859375,984.8189697265625,1036.7900390625,1036.7900390625,5261680128,1116.2149597167968,973.267861328125,1060.986328125,115.37089705841535,1111.8362813313802,1342.578075448211,881.0944872145494,True,966.2866924759758,
2018-02-02,1035.77001953125,1035.77001953125,757.97998046875,915.7849731445312,915.7849731445312,6713290240,1092.1832061767577,977.6672412109375,903.1783243815104,108.19196848899871,1088.6656972249348,1305.049634202932,872.2817602469373,False,,1325.020559158575
2018-02-03,919.2109985351562,991.9429931640625,847.6900024414062,964.0189819335938,964.0189819335938,3243480064,1072.045654296875,983.2586608886719,934.5506591796875,94.93911705411118,1067.8342295328775,1257.7124636411,877.9559954246552,False,,1325.020559158575
2018-02-04,964.6669921875,969.031982421875,805.0640258789062,834.6820068359375,834.6820068359375,2997090048,1049.1837524414063,986.0281213378906,869.5926717122396,84.6807872156787,1045.0953633626302,1214.4569377939877,875.7337889312728,False,,1321.9852402576328
2018-02-05,834.9580078125,856.64599609375,644.5989990234375,697.9509887695312,697.9509887695312,4269530112,1031.3968048095703,985.5876416015625,733.0653279622396,108.19803431118007,1028.0508809407552,1244.4469495631154,811.654812318395,False,,1205.6818123390838
2018-02-06,707.7369995117188,796.4390258789062,574.4190063476562,793.1220092773438,793.1220092773438,6518269952,1020.3404052734375,985.5571813964843,721.3266805013021,126.67587558545357,1016.0271820068359,1269.378933177743,762.6754308359288,False,,1161.59001274526
2018-02-07,790.427978515625,851.2000122070312,723.4329833984375,757.0679931640625,757.0679931640625,3896179968,1006.3798034667968,984.1620812988281,777.2336629231771,136.80086418524334,1003.1497141520183,1276.751442522505,729.5479857815317,False,,1161.59001274526
2018-02-08,755.843017578125,845.0859985351562,755.843017578125,817.8070068359375,817.8070068359375,3708189952,995.3151550292969,984.1365014648437,806.2453409830729,142.9024436737261,991.1948150634765,1276.9997024109289,705.3899277160243,False,,1161.59001274526
2018-02-09,818.47998046875,884.0040283203125,788.833984375,883.864990234375,883.864990234375,2495820032,981.7509033203125,985.3925415039063,852.2343343098959,142.63010682709114,977.6863657633464,1262.9465794175287,692.4261521091641,False,,1161.59001274526
2018-02-10,882.4669799804688,917.4000244140625,825.5770263671875,860.4149780273438,860.4149780273438,2930530048,972.2926544189453,989.1036413574219,867.7973429361979,142.6883413305487,967.2968994140625,1252.6735820751599,681.9202167529652,False,,1161.59001274526
2018-02-11,859.2880249023438,859.2880249023438,788.2219848632812,814.6599731445312,814.6599731445312,2486650112,962.8626525878906,991.0091003417969,820.7233276367188,145.8256851576777,957.9480489095051,1249.5994192248604,666.2966785941497,False,,1161.59001274526
2018-02-12,817.5079956054688,875.93701171875,817.5079956054688,868.7069702148438,868.7069702148438,2243450112,956.9865509033203,994.5002795410156,854.0506591796875,147.4779937652492,951.8172658284504,1246.7732533589488,656.861278297952,False,,1161.59001274526
2018-02-13,869.2930297851562,870.708984375,828.8369750976562,845.2579956054688,845.2579956054688,2081170048,946.31044921875,996.088759765625,848.2679850260416,148.00770960639173,942.78019917806,1238.7956183908434,646.7647799652766,False,,1161.59001274526
2018-02-14,844.2789916992188,926.4290161132812,844.2789916992188,923.5609741210938,923.5609741210938,2818370048,939.6869964599609,999.0832592773437,898.0896606445312,145.56009043247298,934.4275146484375,1225.5476955133836,643.3073337834916,False,,1161.59001274526
2018-02-15,923.72802734375,951.947998046875,911.1110229492188,936.9760131835938,936.9760131835938,2900100096,933.777294921875,1002.5659399414062,933.3450113932291,143.36928981318093,928.885531616211,1215.6241112425728,642.1469519898492,False,,1161.59001274526
2018-02-16,934.7860107421875,950.0050048828125,917.8480224609375,944.2100219726562,944.2100219726562,2369449984,925.6342987060547,1006.7096801757813,937.3543497721354,138.54820570868688,921.233750406901,1198.3301618242747,644.1373389895273,False,,1161.59001274526
2018-02-17,944.7479858398438,976.594970703125,940.7540283203125,974.114990234375,974.114990234375,2525720064,912.0395477294921,1011.1201403808594,963.8213297526041,122.91942004978775,909.1654825846354,1155.0043226842108,663.3266424850599,False,,1161.59001274526
2018-02-18,973.3489990234375,982.9329833984375,915.4450073242188,923.9210205078125,923.9210205078125,2567290112,899.1175994873047,1015.2534204101562,940.7663370768229,103.33952785620221,896.0681345621746,1102.747190274579,689.3890788497702,False,,1161.59001274526
2018-02-19,921.6680297851562,957.7769775390625,921.5540161132812,943.864990234375,943.864990234375,2169019904,892.7543487548828,1018.9960607910157,941.0653279622396,92.37118923219363,887.8759012858072,1072.6182797501945,703.13352282142,False,,1161.59001274526
2018-02-20,943.5670166015625,965.2650146484375,892.9539794921875,895.3709716796875,895.3709716796875,2545260032,881.6073944091797,1021.4506604003906,917.8633219401041,79.87037093680736,879.0778991699219,1038.8186410435367,719.3371572963072,False,,1161.59001274526
2018-02-21,894.135009765625,912.375,830.56298828125,849.9710083007812,849.9710083007812,2531729920,872.2664428710938,1020.761201171875,864.3029988606771,68.10981119683943,869.2437327067057,1005.4633551003845,733.0241103130269,False,,1120.5447537705986
2018-02-22,849.2620239257812,875.926025390625,802.6680297851562,812.844970703125,812.844970703125,2150370048,867.1194427490234,1017.763701171875,830.4796752929688,68.1416790890337,865.6088002522787,1001.8921584303461,729.3254420742113,False,,1085.4425685740791
2018-02-23,811.5850219726562,886.3179931640625,794.791015625,864.1890258789062,864.1890258789062,2334820096,862.1279449462891,1015.4290417480469,848.4326782226562,66.34643641706045,861.3029012044269,993.9957740385478,728.610028370306,False,,1085.4425685740791
2018-02-24,861.593017578125,879.531005859375,818.5499877929688,840.5150146484375,840.5150146484375,1926579968,862.4195953369141,1012.2849426269531,846.1986694335938,66.396176870376,860.1332010904947,992.9255548312467,727.3408473497427,False,,1085.4425685740791
2018-02-25,839.458984375,853.14599609375,822.3809814453125,844.8099975585938,844.8099975585938,1646960000,869.7625457763672,1008.3475415039062,840.1123250325521,59.93775278476236,865.4855509440106,985.3610565135353,745.6100453744858,False,,1065.1388298094844
2018-02-26,845.2780151367188,880.3920288085938,842.3189697265625,869.3150024414062,869.3150024414062,2044480000,873.5721954345703,1002.6704406738281,864.0086669921875,50.0265819206081,872.6196502685547,972.6728141097709,772.5664864273384,False,,1065.1388298094844
2018-02-27,870.364990234375,896.2589721679688,867.0969848632812,878.2650146484375,878.2650146484375,2053980032,879.632046508789,997.2651403808594,880.5403238932291,44.99100751926069,877.7849833170573,967.7669983555786,787.8029682785359,False,,1065.1388298094844
2018-02-28,877.9340209960938,890.1079711914062,855.1240234375,855.198974609375,855.198974609375,1963980032,881.5016448974609,988.3743200683593,866.8103230794271,42.013647807113784,880.813232421875,964.8405280361026,796.7859368076474,False,,1065.1388298094844
2018-03-01,856.0120239257812,880.302001953125,851.9199829101562,872.2000122070312,872.2000122070312,1868519936,880.9183959960938,980.7019213867187,868.1406656901041,41.613772961954204,881.6085489908853,964.8360949147938,798.3810030669769,False,,1048.664863616229
2018-03-02,871.7639770507812,876.3779907226562,852.4219970703125,856.85302734375,856.85302734375,1894419968,880.7402984619141,974.740380859375,861.8843383789062,41.73168394219035,881.3128987630207,964.7762666474014,797.84953087864,False,,1035.8852088007773
2018-03-03,856.7109985351562,868.4539794921875,855.2069702148438,857.2249755859375,857.2249755859375,1699369984,882.8685485839844,966.4208813476563,860.2953084309896,39.70076496990592,883.2914978027344,962.6930277425463,803.8899678629225,False,,1020.1411990025006
2018-03-04,856.1859741210938,867.9500122070312,840.280029296875,866.677978515625,866.677978515625,1697939968,882.7670989990235,955.8260400390625,858.3026733398438,39.554725070054126,883.5040985107422,962.6135486508505,804.394648370634,False,,1004.8956302967597
2018-03-05,866.8460083007812,869.9199829101562,853.52001953125,853.6840209960938,853.6840209960938,1898489984,883.1884002685547,945.5643200683594,859.0413411458334,39.14240989747239,884.0427663167318,962.3275861116765,805.7579465217871,False,,1002.3424938273639
2018-03-06,853.8170166015625,853.8170166015625,809.9310302734375,816.9509887695312,816.9509887695312,1943069952,877.8579010009765,936.0649389648438,826.8996785481771,40.90060000388699,880.483267211914,962.284467219688,798.68206720414,False,,971.6000591080062
2018-03-07,816.27099609375,825.6069946289062,726.5469970703125,752.8309936523438,752.8309936523438,2175419904,868.6506500244141,930.0477600097656,768.3283284505209,45.76025711344362,872.2324330647787,963.7529472916659,780.7119188378914,False,,931.5484837161307
2018-03-08,752.5700073242188,773.7670288085938,696.1690063476562,704.5960083007812,704.5960083007812,1891640064,856.6699493408203,923.8546801757813,724.8440144856771,53.434292541026245,861.6069163004556,968.4755013825081,754.7383312184031,False,,898.1717883657193
2018-03-09,702.197021484375,729.156005859375,648.1069946289062,728.916015625,728.916015625,2233019904,844.4100006103515,917.7073999023437,702.0596720377604,58.6029226870006,848.5188334147135,965.7246787887148,731.3129880407123,False,,859.8296205562654
