,Open,High,Low,Close,Adj Close,Volume,20_SMA,50_SMA,TP,std,MA-TP,BOLU,BOLD,Supertrend,Final Lowerband,Final Upperband
2021-03-12 06:00:00+00:00,1810.7479248046875,1816.102294921875,1807.61767578125,1810.932373046875,1810.932373046875,0,1810.932373046875,1810.932373046875,1811.55078125,,,,,True,,
2021-03-12 07:00:00+00:00,1810.9068603515625,1810.9068603515625,1790.8367919921875,1793.9263916015625,1793.9263916015625,0,1802.4293823242188,1802.4293823242188,1798.5566813151042,,,,,True,,
2021-03-12 08:00:00+00:00,1794.3089599609375,1800.5299072265625,1783.72119140625,1798.14501953125,1798.14501953125,0,1801.0012613932292,1801.0012613932292,1794.1320393880208,,,,,True,,
2021-03-12 09:00:00+00:00,1798.15185546875,1798.302490234375,1782.4637451171875,1785.88037109375,1785.88037109375,0,1797.2210388183594,1797.2210388183594,1788.8822021484375,,,,,True,,
2021-03-12 10:00:00+00:00,1785.9498291015625,1785.9498291015625,1760.247314453125,1782.0013427734375,1782.0013427734375,124770304,1794.177099609375,1794.177099609375,1776.066162109375,,,,,True,,
2021-03-12 11:00:00+00:00,1781.9224853515625,1789.7862548828125,1773.9232177734375,1774.5191650390625,1774.5191650390625,0,1790.9007771809895,1790.9007771809895,1779.4095458984375,,,,,True,,
2021-03-12 12:00:00+00:00,1774.458251953125,1781.8585205078125,1767.6300048828125,1769.9068603515625,1769.9068603515625,0,1787.901646205357,1787.901646205357,1773.1317952473958,,,,,True,,
2021-03-12 13:00:00+00:00,1770.128662109375,1770.128662109375,1728.98095703125,1746.008056640625,1746.008056640625,772313088,1782.6649475097656,1782.6649475097656,1748.37255859375,,,,,True,,
2021-03-12 14:00:00+00:00,1746.3974609375,1752.022216796875,1737.7291259765625,1747.45361328125,1747.45361328125,0,1778.7525770399307,1778.7525770399307,1745.7349853515625,,,,,True,,
2021-03-12 15:00:00+00:00,1748.0384521484375,1778.257080078125,1748.0384521484375,1777.0906982421875,1777.0906982421875,162291712,1778.5863891601562,1778.5863891601562,1767.79541015625,,,,,True,1698.0422228683958,
2021-03-12 16:00:00+00:00,1777.2734375,1782.0899658203125,1774.1204833984375,1775.5823974609375,1775.5823974609375,77592576,1778.3132990056818,1778.3132990056818,1777.2642822265625,,,,,True,1719.0034313123194,
2021-03-12 17:00:00+00:00,1775.7998046875,1782.806640625,1765.6903076171875,1766.6424560546875,1766.6424560546875,0,1777.3407287597656,1777.3407287597656,1771.713134765625,,,,,True,1719.0034313123194,
2021-03-12 18:00:00+00:00,1766.9256591796875,1784.666259765625,1764.8067626953125,1776.416259765625,1776.416259765625,0,1777.2696157602163,1777.2696157602163,1775.2964274088542,,,,,True,1719.0034313123194,
2021-03-12 19:00:00+00:00,1777.0390625,1777.7340087890625,1745.9112548828125,1745.9112548828125,1745.9112548828125,102916096,1775.0297328404017,1775.0297328404017,1756.5188395182292,,,,,True,1719.0034313123194,
2021-03-12 20:00:00+00:00,1745.1812744140625,1748.8201904296875,1729.493896484375,1746.1309814453125,1746.1309814453125,337926144,1773.1031494140625,1773.1031494140625,1741.481689453125,,,,,True,1719.0034313123194,
2021-03-12 21:00:00+00:00,1745.81494140625,1760.103271484375,1737.5535888671875,1759.5396728515625,1759.5396728515625,0,1772.2554321289062,1772.2554321289062,1752.3988444010417,,,,,True,1719.0034313123194,
2021-03-12 22:00:00+00:00,1759.4832763671875,1768.852294921875,1757.60888671875,1759.672607421875,1759.672607421875,0,1771.5152659696691,1771.5152659696691,1762.0445963541667,,,,,True,1719.0034313123194,
2021-03-12 23:00:00+00:00,1759.5631103515625,1773.3341064453125,1759.5631103515625,1773.3341064453125,1773.3341064453125,0,1771.6163126627605,1771.6163126627605,1768.7437744140625,,,,,True,1719.0034313123194,
2021-03-13 00:00:00+00:00,1772.1663818359375,1772.1663818359375,1742.1842041015625,1754.12255859375,1754.12255859375,0,1770.6955887643915,1770.6955887643915,1756.15771484375,,,,,True,1719.0034313123194,
2021-03-13 01:00:00+00:00,1754.2672119140625,1754.2672119140625,1733.639892578125,1742.6064453125,1742.6064453125,0,1769.2911315917968,1769.2911315917968,1743.5045166015625,18.732519277546583,1769.4377990722655,1806.9028376273586,1731.9727605171724,True,1719.0034313123194,
2021-03-13 02:00:00+00:00,1742.2501220703125,1752.114990234375,1741.168701171875,1751.07421875,1751.07421875,10184704,1766.2982238769532,1768.4236595517114,1748.1193033854167,16.580022528508277,1766.2662251790364,1799.426270236053,1733.1061801220199,True,1719.0034313123194,
2021-03-13 03:00:00+00:00,1750.93896484375,1761.6004638671875,1749.100830078125,1759.7301025390625,1759.7301025390625,85383168,1764.5884094238281,1768.0284978693182,1756.8104654947917,14.929071384185113,1764.178914388021,1794.0370571563913,1734.3207716196507,True,1719.0034313123194,
2021-03-13 04:00:00+00:00,1759.8157958984375,1766.5235595703125,1750.666748046875,1766.5235595703125,1766.5235595703125,0,1763.0073364257812,1767.9630657693615,1761.2379557291667,13.25688868374019,1762.5342102050781,1789.0479875725584,1736.0204328375978,True,1719.0034313123194,
2021-03-13 05:00:00+00:00,1766.4923095703125,1778.1422119140625,1766.4923095703125,1772.0325927734375,1772.0325927734375,107589632,1762.3149475097657,1768.1326293945312,1772.2223714192708,12.042981860258292,1761.70121866862,1785.7871823891364,1737.6152549481035,True,1719.3848305879535,
2021-03-13 06:00:00+00:00,1771.9884033203125,1773.714599609375,1767.2744140625,1772.199462890625,1772.199462890625,0,1761.824853515625,1768.295302734375,1771.0628255208333,11.791320230743054,1761.4510518391926,1785.0336923006787,1737.8684113777065,True,1721.183225584079,
2021-03-13 07:00:00+00:00,1771.830810546875,1783.6929931640625,1767.4068603515625,1783.6929931640625,1783.6929931640625,0,1762.283544921875,1768.8875215970552,1778.2642822265625,11.706443271586693,1761.3937886555989,1784.8066751987722,1737.9809021124256,True,1726.287062017873,
2021-03-13 08:00:00+00:00,1783.8643798828125,1792.3636474609375,1779.9130859375,1785.560546875,1785.560546875,0,1763.066229248047,1769.505041051794,1785.9457600911458,12.644415564369794,1762.0344868977863,1787.3233180265258,1736.7456557690468,True,1738.1401594783763,
2021-03-13 09:00:00+00:00,1785.594970703125,1790.6002197265625,1784.6756591796875,1790.6002197265625,1790.6002197265625,0,1765.2958374023438,1770.2584402901787,1788.6253662109375,13.485245735429043,1764.0471272786458,1791.017618749504,1737.0766358077876,True,1742.829099575286,
2021-03-13 10:00:00+00:00,1790.291748046875,1852.4764404296875,1790.291748046875,1852.4764404296875,1852.4764404296875,1567668224,1770.5469787597656,1773.0935437432652,1831.7482096354167,19.38456257390595,1768.3477884928384,1807.1169136406502,1729.5786633450266,True,1761.7000913097704,
2021-03-13 11:00:00+00:00,1852.4224853515625,1883.1748046875,1852.4224853515625,1873.8931884765625,1873.8931884765625,1472589824,1775.3871032714844,1776.4535319010417,1869.8301595052083,29.404963292243508,1773.4495259602863,1832.2594525447735,1714.6395993757992,True,1804.71315354371,
2021-03-13 12:00:00+00:00,1873.5626220703125,1896.173828125,1872.7806396484375,1882.82080078125,1882.82080078125,795828224,1780.7490234375,1779.884734122984,1883.9250895182292,38.02269632195501,1778.7825663248695,1854.8279589687795,1702.7371736809596,True,1820.6541961180385,
2021-03-13 13:00:00+00:00,1882.9029541015625,1888.3857421875,1869.5517578125,1886.3214111328125,1886.3214111328125,0,1786.7329711914062,1783.210880279541,1881.4196370442708,44.04379882742289,1784.267891438802,1872.3554890936477,1696.1802937839564,True,1820.6541961180385,
2021-03-13 14:00:00+00:00,1885.8580322265625,1889.534423828125,1881.137451171875,1883.1741943359375,1883.1741943359375,0,1792.070867919922,1786.2400716145833,1884.6153564453125,49.08600587597154,1789.733837890625,1887.905849642568,1691.561826138682,True,1826.179213132684,
2021-03-13 15:00:00+00:00,1882.955810546875,1888.4136962890625,1866.146728515625,1873.9622802734375,1873.9622802734375,0,1798.4734191894531,1788.820136575138,1876.1742350260417,51.885236297747554,1795.7166076660155,1899.4870802615105,1691.9461350705205,True,1826.179213132684,
2021-03-13 16:00:00+00:00,1873.6790771484375,1887.9805908203125,1873.6790771484375,1886.3934326171875,1886.3934326171875,23988224,1805.4865417480469,1791.607945033482,1882.6843668619792,53.60345599590513,1802.7767415364585,1909.9836535282689,1695.5698295446482,True,1826.179213132684,
2021-03-13 17:00:00+00:00,1885.982177734375,1912.843017578125,1885.1212158203125,1912.843017578125,1912.843017578125,426825728,1813.151708984375,1794.9755859375,1903.6024169921875,56.547045982615174,1810.3369201660157,1923.431012131246,1697.2428282007854,True,1838.2321490259822,
2021-03-13 18:00:00+00:00,1912.849609375,1916.66455078125,1904.4638671875,1907.9825439453125,1907.9825439453125,99211264,1820.567205810547,1798.0298280458192,1909.7036539713542,59.330770924695,1817.719873046875,1936.381414896265,1699.058331197485,True,1852.279007514367,
2021-03-13 19:00:00+00:00,1908.423828125,1924.7777099609375,1905.6533203125,1924.5350341796875,1924.5350341796875,0,1828.1272521972655,1801.3589124177631,1918.322021484375,62.050890003081804,1825.1987854003905,1949.3005654065541,1701.097005394227,True,1857.0232121306883,
2021-03-13 20:00:00+00:00,1924.619384765625,1937.4033203125,1924.619384765625,1933.04248046875,1933.04248046875,0,1837.0732482910157,1804.7354141626602,1931.6883951822917,64.04649700974292,1833.9753194173177,1962.0683134368035,1705.882325397832,True,1874.8104999894356,
2021-03-13 21:00:00+00:00,1932.7158203125,1933.53662109375,1904.334716796875,1908.9686279296875,1908.9686279296875,0,1845.391357421875,1807.341244506836,1915.6133219401042,62.86406001620103,1842.5807596842449,1968.308879716647,1716.8526396518428,True,1874.8104999894356,
2021-03-13 22:00:00+00:00,1909.5302734375,1920.165283203125,1908.4434814453125,1920.165283203125,1920.165283203125,109574144,1853.8459106445312,1810.0930503286966,1916.2580159505208,60.88088405488586,1850.9876953125,1972.7494634222717,1729.2259272027281,True,1874.8104999894356,
