Datetime,Close
2022-03-12 00:01:00+00:00,2559.17822265625
2022-03-12 00:02:00+00:00,2559.126953125
2022-03-12 00:03:00+00:00,2559.920166015625
2022-03-12 00:04:00+00:00,2560.9833984375
2022-03-12 00:05:00+00:00,2560.365234375
2022-03-12 00:06:00+00:00,2560.81884765625
2022-03-12 00:07:00+00:00,2561.222900390625
2022-03-12 00:08:00+00:00,2562.046630859375
2022-03-12 00:09:00+00:00,2562.411376953125
2022-03-12 00:10:00+00:00,2563.16845703125
2022-03-12 00:11:00+00:00,2562.796875
2022-03-12 00:12:00+00:00,2562.44970703125
2022-03-12 00:13:00+00:00,2561.72900390625
2022-03-12 00:14:00+00:00,2561.969482421875
2022-03-12 00:15:00+00:00,2562.75439453125
2022-03-12 00:16:00+00:00,2564.130615234375
2022-03-12 00:17:00+00:00,2564.157470703125
2022-03-12 00:18:00+00:00,2564.123291015625
2022-03-12 00:19:00+00:00,2563.736572265625
2022-03-12 00:20:00+00:00,2563.90771484375
2022-03-12 00:21:00+00:00,2563.92626953125
2022-03-12 00:22:00+00:00,2564.309814453125
2022-03-12 00:23:00+00:00,2565.335205078125
2022-03-12 00:24:00+00:00,2566.074951171875
2022-03-12 00:25:00+00:00,2567.719482421875
2022-03-12 00:26:00+00:00,2567.623779296875
2022-03-12 00:27:00+00:00,2567.67626953125
2022-03-12 00:28:00+00:00,2569.867919921875
2022-03-12 00:29:00+00:00,2570.369384765625
2022-03-12 00:30:00+00:00,2570.638671875
2022-03-12 00:31:00+00:00,2573.40185546875
2022-03-12 00:32:00+00:00,2573.079345703125
2022-03-12 00:33:00+00:00,2572.57568359375
2022-03-12 00:34:00+00:00,2571.642333984375
2022-03-12 00:35:00+00:00,2571.65087890625
2022-03-12 00:36:00+00:00,2571.669677734375
2022-03-12 00:37:00+00:00,2572.319091796875
2022-03-12 00:38:00+00:00,2573.410400390625
2022-03-12 00:39:00+00:00,2573.3173828125
2022-03-12 00:40:00+00:00,2574.721435546875
2022-03-12 00:41:00+00:00,2574.8359375
2022-03-12 00:42:00+00:00,2574.557861328125
2022-03-12 00:43:00+00:00,2574.505859375
2022-03-12 00:44:00+00:00,2575.001220703125
2022-03-12 00:45:00+00:00,2575.687255859375
2022-03-12 00:46:00+00:00,2577.58740234375
2022-03-12 00:47:00+00:00,2577.884765625
2022-03-12 00:48:00+00:00,2577.919921875
2022-03-12 00:49:00+00:00,2579.1416015625
2022-03-12 00:50:00+00:00,2579.543212890625
2022-03-12 00:51:00+00:00,2579.843017578125
