Datetime,Open,High,Low,Close,Adj Close,Volume,Supertrend,Final Lowerband,Final Upperband,20_SMA,50_SMA,TP,std,MA-TP,BOLU,BOLD
2022-03-18 16:15:00+00:00,2889.131591796875,2889.131591796875,2889.131591796875,2889.131591796875,2889.131591796875,1884160,False,,2892.4780885611735,2892.8919677734375,2885.8069921875,2889.131591796875,2.206456119113312,2892.8919677734375,2897.304880011664,2888.479055535211
